0xD681D585,ASA_HED_PROMatriarch_Diff_Stack
0x0DEB670A,STA20_MOSSFLOOR02_NORM
0x33B69074,STA20_MOSSFLOOR_MASK
0x43172A65,STA20_MOSSFLOOR_NORM
0x026FF375,STA20_Poolbottom
0x431A1BE3,STA20_Poolbottom_Norm
0x6C0065B6,STA20_Poolbottom_spec
0xF30B92FB,STA20_Redwall_Diff
0x1E0AC23D,STA20_Redwall_Norm
0x8F3A653E,STA20_ROCK_DIFF
0x0FE64C59,STA20_ROCK_NORM
0x092033A3,STA20_ROCK_SPEC
0x8BF91C77,STA20_SAND_DIFF
0x6562863D,STA20_TreeLightmap
0xF78F0DF3,STA20_TRIM01_DIFF
0x5AE54DF8,STA20_TRIM01_EMMIS
0x69076D92,STA20_TRIM01_NORM
0xA0FEA173,STA20_Trims02_Diff
0x8A7B3FE8,STA20_Trims02_Norm
0x0B7C3518,STA20_TRIMS04_DIFF
0x65CCD9E4,STA20_TRIMS04_NORM
0x17E00074,STA20_TRIMS05_DIFF
0x7E69F2D8,STA20_TRIMS05_NORM
0xB3F031AC,STA20_WALL04_Diff
0x6FA2389E,STA20_WALL04_Norm
0x66BD8F01,STA20_WALL06_DIFF
0xF0B4D4BE,STA20_WALL06_NORM
0x9CB90EC3,STA20_WALL06_Spec
0xA868E88A,STA20_WALL07_DIFF
0x40B442D6,STA20_WALL07_NORM
0x130513BB,STA20_WALL07_Spec
0xE4CCB969,STA20_WALL08_DIFF
0x42753CD6,STA20_Wall09_Diff
0x600140F5,STA20_WALL0VERLAY06_2_Diff
0x8420BCF8,STA20_WALLFOUNDATION01_DIFF
0x3BE5414F,STA20_WALLFOUNDATION01_NORM
0x502F2A66,STA20_WALLOVERLAY06_Norm
0xF8D92093,STA20_WATER_NORM
0xD2BDFBA5,CubemapFace0
0x80D5B8ED,CubemapFace1
0x99190EA7,CubemapFace2
0xD8809B86,CubemapFace3
0x2A4E4315,CubemapFace4
0xAEA0BC89,CubemapFace5
0x80D5B8ED,STA20_WaterCube01_Tex02NegX
0xD8809B86,STA20_WaterCube01_Tex02NegY
0xAEA0BC89,STA20_WaterCube01_Tex02NegZ
0xD2BDFBA5,STA20_WaterCube01_Tex02PosX
0x99190EA7,STA20_WaterCube01_Tex02PosY
0x2A4E4315,STA20_WaterCube01_Tex02PosZ
0xAA19E09C,CubemapFace0
0x1168BEEC,CubemapFace1
0xE0690A17,CubemapFace2
0xC48BFD48,CubemapFace3
0xE676F4E9,CubemapFace4
0x701E6119,CubemapFace5
0x1168BEEC,STA20_WaterCube01_TexNegX
0xC48BFD48,STA20_WaterCube01_TexNegY
0x701E6119,STA20_WaterCube01_TexNegZ
0xAA19E09C,STA20_WaterCube01_TexPosX
0xE0690A17,STA20_WaterCube01_TexPosY
0xE676F4E9,STA20_WaterCube01_TexPosZ
0xF2D44FF0,CubemapFace0
0xF2D44FF0,CubemapFace1
0xF2D44FF0,CubemapFace2
0xF2D44FF0,CubemapFace3
0xF2D44FF0,CubemapFace4
0xF2D44FF0,CubemapFace5
0x6AB91B39,Wall02_emmis
0x89CB1168,AD_DIFF
0xE18544C0,grey_raw
0xBA123EB3,CubemapFace0
0xD0E4FF88,CubemapFace1
0xC381C185,CubemapFace2
0xC08AE99A,CubemapFace3
0xBFC228C8,CubemapFace4
0x50C84535,CubemapFace5
0xD0E4FF88,ICE20_LOBBYCUBE01_TexNegX
0xC08AE99A,ICE20_LOBBYCUBE01_TexNegY
0x50C84535,ICE20_LOBBYCUBE01_TexNegZ
0xBA123EB3,ICE20_LOBBYCUBE01_TexPosX
0xC381C185,ICE20_LOBBYCUBE01_TexPosY
0xBFC228C8,ICE20_LOBBYCUBE01_TexPosZ
0x4A3D3AF7,Skyline_raw
0x6C61DF22,STA20_WALL04_Norm
0x2A83756A,STA30-armsNorm
0x2B10C518,STA30-robotarms_Diff
0x9CF5A73B,STA30-robotarms_emis
0xBEDAA1F7,STA30-robotarms_spec
0xCC875C63,STA30_bigpillar_Diff
0x35977587,STA30_bigpillar_Norm
0x00AEF9DA,STA30_CEILING01_Diff
0xE92A4878,STA30_CEILING01_Diff02
0xAA2C574D,STA30_CEILING01_Emis
0xF129F1FD,STA30_CEILING01_Norm
0x3AB3D911,STA30_CEILING01_Spec
0xAE1291CC,STA30_doorB-Norm
0x25425308,STA30_FLOOR01_Diff
0x36ED6851,STA30_FLOOR01_Norm
0x247D96CB,STA30_FLOOR01_Spec
0xF065E578,STA30_FLOOR02_Diff
0x0AB498FE,STA30_FLOOR02_Spec
0xD1B2A534,STA30_FLOOROVERLAY01_Spec
0x502F2A66,STA30_FLOOROVERLAY02_Norm
0x600140F5,STA30_FLOOROVERLAY03_Diff
0x4D27E2E3,STA30_GLASS01_Diff
0xFC751E28,STA30_GLASS01_Opac
0x235A3148,STA30_GLASS01_Spec
0x36C76AEF,STA30_GLASS01_Spec02
0x99DF117C,STA30_hallstand_Diff
0x8CC1D37B,STA30_hallstand_Norm
0x592BBF58,STA30_RIMGLASS01_DIFF
0x060B9F95,sta30_rimglass01_mask
0xF3D13312,STA30_TRIMS01_Diff
0x6E1F1C25,STA30_TRIMS01_Emis
0x791E560D,STA30_TRIMS01_Emis02
0x26402E38,STA30_TRIMS01_Norm
0xCD768835,STA30_TRIMS01_Spec
0x58AD29DA,STA30_WALL01_Diff
0xF87D8CC3,STA30_WALL01_Emis
0x9D37E281,STA30_WALL01_Norm
0xB71F3A7D,STA30_WALL01_Spec
0xD1E8FC42,STA30_WALL02_Diff
0x3F0C7E5E,STA30_WALL02_Norm
0xCF9F6AAE,STA30_WALL02_Spec
0xB1579A4B,STA30_WALL03_Diff
0xFD8E8DE4,STA30_WALL03_Spec
0x0FA70DD4,STA30_WALL04_Diff
0xC0B55782,STA30_WALL04_Norm
0xB21AA057,STA30_WALL04_Spec
0x69F4C580,STA30_WALL10_Diff
0xD76049BD,STA30_WALL10_Norm
0x80DD3F57,STA30_WALL10_Spec
0x7352768D,STA30_WINDOW01_Diff
0x552D742D,STA30_WINDOW01_Diff02
0xF07451A3,STA30_WINDOW01_Diff03
0x01D4CE1D,STA30_WINDOW01_Diff04
0x705A3946,STA30_WINDOW01_Diff05
0x3EEF5B16,STA30_WINDOW01_Norm
0xF85D6A9E,STA30_WINDOW01_Spec
0x8E6AB6B0,DONTUSEME
0xE18544C0,grey_raw
0x86397A65,STA40__CONCRETE01_DIFF
0x832FF0F3,STA40__GRATING01_DIFF
0x18978267,STA40__GRATING02_DIFF
0xA977C48A,STA40_GLOWPANNEL301_DIFF
0xB03BA9AC,STA40_GLOWPANNELS01_EMIS
0xEEB3795D,STA40_GLOWPANNELS01_NORM
0x04077596,STA40_TRIMS01_DIFF
0x26CC8201,STA40_WALL02_DIFF
0x3E581059,STA40_WALLLIT01_DIFF
0x16060F7D,STA40_WALLLIT01_EMIS
0xBBFEAC1A,7
0xB4AA9173,Citadel_panormaMasked
0x5A729E35,CubemapFace0
0x5A729E35,CubemapFace1
0x5A729E35,CubemapFace2
0x5A729E35,CubemapFace3
0x5A729E35,CubemapFace4
0x5A729E35,CubemapFace5
0x593B0DD3,grey_raw
0x07707A00,OculonMatte
0xFAF05441,Skyline_raw
0x25198E2D,STA60_BAR_emis
0xC1441BE0,STA60_BAR_NORM
0x0B045FB4,STA60_BAR_SHADE
0x7258CBA5,STA60_BAR_SPEC
0x09AE782D,STA60_BARK_DIFF
0xD8051536,STA60_BORDER01_Diff
0x944EC288,STA60_BORDER01_Norm
0xE8045242,STA60_BORDER01_Spec
0x00C49208,STA60_BOTTLES_Diff
0xE85C8728,STA60_BOTTLES_Emis
0xE49E243D,STA60_BOTTLES_Norm
0xE1FFF32D,STA60_BOTTLES_Spec
0xAD452DB0,STA60_BRANCH_DIFF
0xA15542E2,STA60_BRANCH_NORM
0x7CF17EA4,STA60_CEILING01_Diff
0xE96382A1,STA60_CEILING01_Norm
0x1BEB258D,STA60_CEILING01_Spec
0x1B2145F3,STA60_CEILING02_Diff
0xE5EA03A1,STA60_CEILING02_Diff02
0xDBE6C125,STA60_CEILING02_Emis
0x03223D80,STA60_CEILING02_Emis02
0x024F7B0E,STA60_CEILING02_Norm
0xE4BAC7FE,STA60_CEILING02_Norm02
0xD0707636,STA60_CEILING02_Spec
0x735C2863,STA60_CEILING03_Diff
0xDEC08472,STA60_CEILING03_Norm
0x68C03CA3,STA60_CEILING03_Spec
0x82943CB0,STA60_CHORA01
0x76503ACE,CubemapFace0
0x0E67B201,CubemapFace1
0x670D1E54,CubemapFace2
0xA0D41357,CubemapFace3
0x5017EFB0,CubemapFace4
0x68CB6D14,CubemapFace5
0x0E67B201,STA60_cubemap02NegX
0xA0D41357,STA60_cubemap02NegY
0x68CB6D14,STA60_cubemap02NegZ
0x76503ACE,STA60_cubemap02PosX
0x670D1E54,STA60_cubemap02PosY
0x5017EFB0,STA60_cubemap02PosZ
0xDEDB05CB,STA60_DOOR01_DIFF
0x2F20C922,STA60_DOOR01_NORM
0xC880B188,STA60_DOOR02_DIFF
0x25E59555,STA60_DOOR02_NORM
0x652953B0,STA60_DOORGLASS_DIFF
0x5A729E35,STA60_DOORREF01
0x6D2B23C3,STA60_FAC_NORM
0xF1BA0D14,STA60_FAC_SHADE
0xD4FDF1C3,STA60_FLOOR01_Diff
0xBADAD398,STA60_FLOOR01_Norm
0x66E96F3E,STA60_FLOOR01_Spec
0x6AC0BB2D,STA60_FLOOR01_SPwr
0x6A398012,STA60_FLOOR01_Tmis
0x04D6C246,STA60_FLOOR02_Diff
0xAE5CEFFB,STA60_FLOOR02_Norm
0x77A09103,STA60_FLOOR02_Spec
0xD9FCFB6B,STA60_FLOOR03_Diff
0x703710E1,STA60_FLOOR03_Diff02
0x4E2A5D66,STA60_FLOOR03_Norm
0x2B2A588A,STA60_FLOOR03_Spec
0x9023BA6C,Sta60_force_invert
0xE00F5F19,STA60_FROSTYGLASS01_DIFF
0xEE63D801,STA60_GLASS01_CUBE02
0x2C6AD845,STA60_GLASS01_CUBEMAP_BAR
0x05B4D1EE,STA60_GLASS01_CUBEMAP_BAREND
0xBA435B42,STA60_GLASS01_CUBEMAP_ENTRANCE
0x48CEB45C,STA60_GLASS01_CUBEMAP_STAIRS
0x05B4D1EE,CubemapFace0
0xBA435B42,CubemapFace1
0x2C6AD845,CubemapFace2
0x48CEB45C,CubemapFace3
0x48CEB45C,CubemapFace4
0x48CEB45C,CubemapFace5
0x5F2E360E,STA60_GLASS01_CUBEMAP_TexNegX
0xB2A6656F,STA60_GLASS01_CUBEMAP_TexNegY
0x736717C1,STA60_GLASS01_CUBEMAP_TexNegZ
0x76A08CC0,STA60_GLASS01_CUBEMAP_TexPosX
0x6BBCAA5C,STA60_GLASS01_CUBEMAP_TexPosY
0xF6F7B307,STA60_GLASS01_CUBEMAP_TexPosZ
0x1AABB348,STA60_GLASS01_Diff
0x1CA9E0F3,STA60_GLASS01_Dist
0x944EC288,STA60_GLASS01_Norm
0x72F96405,STA60_GLASS01_Opac
0xFB16DDAE,STA60_GLASS01_Spec
0xAF4BBB1C,STA60_GLASS01_SPwr
0xC7919F21,STA60_GLASS02_Diff
0x07275F15,STA60_GLASS02_Emis
0xBF32C4B9,STA60_GLASS02_Emis02
0xEE08001C,STA60_GLASS02_Opac
0x605FE311,STA60_GLASS02_Spec
0x0027DF34,STA60_GLASSWALL01_Diff
0xADB870C2,STA60_GLASSWALL01_Diff02
0x1FC84FE7,STA60_GLASSWALL01_Diff03
0xAA87601B,STA60_GLASSWALL01_Msk
0x7DEF9858,STA60_GLASSWALL01_Norm
0x46E3BA40,STA60_GLASSWALL01_Norm02
0xE9289A52,STA60_GLASSWALL01_Spec
0x037D96F4,STA60_GLASSWALL02_Diff
0x26A0A34E,STA60_GLASSWALL02_Diff02
0xD5549467,STA60_GLASSWALL02_Norm
0x8F36F353,STA60_GLASSWALL02_Spec
0xE29BBD8F,STA60_LARGEBEAM_DIFF
0xB612E0AC,STA60_LARGEBEAM_NORM
0x0D77E571,STA60_LARGEBEAM_SHAD
0xF59B4404,STA60_LARGEBEAM_SPEC
0xADCFC83A,STA60_LARGEFERN01_DIFF
0xE42EBA63,STA60_LARGEFERN01_NORM
0x9394A093,STA60_LARGEFERN01_SPEC
0x37F5EEED,STA60_METAL01_Diff
0x4E0CBAF4,STA60_METAL01_Spec
0x9AF4BF38,STA60_METALOVERLAY_Norm
0xFCB3CEF8,STA60_OVERLAY_Norm
0xFF36FA7A,STA60_PILLAR_DIFF
0x216102E5,STA60_PILLAR_NORM
0xBA12FD92,STA60_PILLAR_SHADE
0xF87D3137,STA60_PILLAR_SPEC
0x55A5D324,CubemapFace0
0x55A5D324,CubemapFace1
0x55A5D324,CubemapFace2
0x55A5D324,CubemapFace3
0x55A5D324,CubemapFace4
0x55A5D324,CubemapFace5
0x55A5D324,STA60_PLASTICCUBE_Diff
0x5216422D,STA60_SIGN_DIFF
0x47D39716,STA60_SIGN_EYE_DIFF
0xDBA021DF,STA60_SIGN_TEXT2_DIFF
0x06535813,STA60_SIGN_TEXT_DIFF
0xEF147789,STA60_SIGNFLUX_DIFF
0xA8AD36CD,STA60_SKY01_DIFF
0xA874DEF2,STA60_SKY_DIFF
0xD3DE5E87,STA60_SKY_EMIS
0x016DCFD7,STA60_SKY_EMISM02
0x55ADF353,STA60_SKY_EMISMTRAFFIC
0x93A981E9,STA60_SKY_EMISMTRAFFIC02
0xBC2179EC,STA60_SkyCars
0xE0C8BE5C,STA60_STAIRS_DIFF
0x4D36E24F,STA60_STAIRS_Emis
0x161E0F7C,STA60_STAIRS_NORM
0xEDB98BE3,STA60_STAIRS_NORM02
0xCD85883E,STA60_STAIRS_SPEC
0x7ABED0AA,STA60_TRIMS01_Diff
0x4ED18BCB,STA60_TRIMS01_Norm
0x79907C70,STA60_TRIMS01_Spec
0x5E2E202A,STA60_TRIMS02_Diff
0xC288D5BE,STA60_TRIMS02_Emis
0x200FC19E,STA60_TRIMS02_Norm
0x0C4DA6D6,STA60_TRIMS02_Spec
0x7881C399,STA60_TRIMS02_SPwr
0x20D91CB3,STA60_TRIMS03_Diff
0x3F0F3B93,STA60_TRIMS03_Norm
0x2A95C71D,STA60_TRIMS03_Spec
0x63025155,STA60_TRIMS03_SPwr
0x804AEE29,STA60_TRIMS04_Diff
0xBBF3649D,STA60_TRIMS04_Emis
0x261D2000,STA60_TRIMS04_Norm
0xAD4EB002,STA60_TRIMS04_Spec
0xE92C4B2A,STA60_VINES4WAY02BOTTOM_DIFF
0x6CFB19C8,STA60_WALL01_Diff
0x50296E92,STA60_WALL01_Norm
0xE5944735,STA60_WALL01_Spec
0x75DECBAE,STA60_WALL02_Diff
0x20C6E823,STA60_WALL02_Norm
0x01A4B013,STA60_WALL02_Spec
0x4D4CF7E4,STA60_WALL03_Diff
0x4C44F32B,STA60_WALL03_Norm
0x86F025D9,STA60_WALL03_Spec
0x402DAC45,STA60_WALL03_Tmis
0x939CCA03,STA60_WALL04_Diff
0xAF57754C,STA60_WALL04_Diff02
0xF81E7EED,STA60_WALL04_Norm
0x3238B84B,STA60_WALL04_Spec
0xAE1623B5,STA60_WALL04_SPwr
0x898D2589,STA60_WALL05_Diff
0xD3683FA1,STA60_WALL05_Diff02
0x6D8E713F,STA60_WALL05_Norm
0x69260A11,STA60_WALL05_Spec
0x99ED95A0,STA60_WALL06_Diff
0x2953807D,STA60_WALL06_Norm
0x2098BC50,STA60_WALL06_Norm02
0x1654B83B,STA60_WALL06_Spec
0x9899D037,STA60_WALL07_Diff
0x9A85E51F,STA60_WALL07_Norm
0xE013E808,STA60_WALL07_Spec
0xD5F47EA3,STA60_WATER_Dist
0x00941A7B,STA60_WATER_Dist02
0x3CD822F5,STA60_WATER_Norm
0x19F943FE,STA60_WATER_Norm02
0xB885A2C8,STA60_WATER_Norm03
0x8C634379,STA60_WATER_Opac
0x78E00207,STA60_EYE2_DIFF_FB
0x6B341FBD,bark
0xBDDCC04F,END70_CHERRY_DIFF
0xF2C2F91D,END70_GOBO
0xE18544C0,grey_raw
0xE412B4B6,LOS10_PUDDLE_CUBEMAP
0x3C8FCC37,sky_raw
0xA6A76673,STA70_Beam_dif
0x74F07E6E,STA70_CHERRY_DIFF
0x37290946,STA70_CHERRYTREE_DIFF
0x2468F720,STA70_CHERRYTREE_NORM
0x32B853D0,CubemapFace0
0xC49C00BF,CubemapFace1
0x6D67E54D,CubemapFace2
0xE7A589E8,CubemapFace3
0xAB6D0792,CubemapFace4
0x982F89E0,CubemapFace5
0xC49C00BF,sta70_cubemap_TexNegX
0xE7A589E8,sta70_cubemap_TexNegY
0x982F89E0,sta70_cubemap_TexNegZ
0x32B853D0,sta70_cubemap_TexPosX
0x6D67E54D,sta70_cubemap_TexPosY
0xAB6D0792,sta70_cubemap_TexPosZ
0xFF70B98D,STA70_dec_spec
0x82F5E7E4,STA70_FLARE
0xA1F24961,STA70_GROUNDLEAVES01_DIFF
0x4BC17F6A,STA70_GROUNDLEAVES01_norm
0x6288AC89,STA70_PODIUM01_diff
0x19AD8AA4,STA70_PODIUM01_norm
0x7B343643,STA70_skybDIFF
0xD6AE3D47,STA70_STAIRS_DIFF
0x8803E7B9,STA70_STAIRS_NORM
0x0012D1A4,STA70_STAIRS_NORM02
0xCD85883E,STA70_STAIRS_SPEC
0x29170693,STA70_Strip_Dif
0xAD5960F6,STA70_Strip_NM
0xB76E6C15,STA70_TRIMS01_Diff
0x8B25E53E,STA70_TRIMS01_Norm
0x9E1825D5,STA70_Wall01_Diff
0xDE9F077B,STA70_Wall01_Norm
0x35C4E5B6,CubemapFace0
0x04A249BC,CubemapFace1
0xF7CF18E3,CubemapFace2
0x5BF350E6,CubemapFace3
0xED00C7B8,CubemapFace4
0x82442062,CubemapFace5
0x04A249BC,STA70_waterreflect_TexNegX
0x5BF350E6,STA70_waterreflect_TexNegY
0x82442062,STA70_waterreflect_TexNegZ
0x35C4E5B6,STA70_waterreflect_TexPosX
0xF7CF18E3,STA70_waterreflect_TexPosY
0xED00C7B8,STA70_waterreflect_TexPosZ
0x9146E657,TreeBranch_raw
0xCFD538BA,WEED_DIF
0xB02C9245,grey_raw
0x9146E657,Branch_RAW
0xCE1B2F0F,endsky_RAW
0xE18544C0,grey_raw
0x33BAA9B3,sky_raw
0x80133FA8,STA90_GLASS02_Emis
0x5E00B1D5,CubemapFace0
0xDDA01545,CubemapFace1
0x1E7C6AFD,CubemapFace2
0xB3558CB1,CubemapFace3
0x9976048D,CubemapFace4
0x7C9B6E34,CubemapFace5
0xDDA01545,STA90_GLASSCUBE_Tex1NegX
0xB3558CB1,STA90_GLASSCUBE_Tex1NegY
0x7C9B6E34,STA90_GLASSCUBE_Tex1NegZ
0x5E00B1D5,STA90_GLASSCUBE_Tex1PosX
0x1E7C6AFD,STA90_GLASSCUBE_Tex1PosY
0x9976048D,STA90_GLASSCUBE_Tex1PosZ
0x79CAFC8C,CubemapFace0
0x3B640F15,CubemapFace1
0x54E0099E,CubemapFace2
0x4CCC1A66,CubemapFace3
0x9976048D,CubemapFace4
0x7C9B6E34,CubemapFace5
0x3B640F15,STA90_GLASSCUBE_TexNegX
0x4CCC1A66,STA90_GLASSCUBE_TexNegY
0x7C9B6E34,STA90_GLASSCUBE_TexNegZ
0x79CAFC8C,STA90_GLASSCUBE_TexPosX
0x54E0099E,STA90_GLASSCUBE_TexPosY
0x9976048D,STA90_GLASSCUBE_TexPosZ
0xF4307A0B,STA90_PLASTICFLOOR01_NORM
0x8530A99D,STA90_screens
0x7A859D8D,STA90_volumetriclight_diff01
0x803FCABE,TER10_Spacecloth_diff
0x7DAA14C0,TER10_Spacecloth_norm
0xBF4A2396,CubemapFace0
0x1BAC40E6,CubemapFace1
0xE3600218,CubemapFace2
0x7CF65ADF,CubemapFace3
0x8A12B2E6,CubemapFace4
0xEB37AF0C,CubemapFace5
0x1BAC40E6,ter10_spaceclothcubemap_TexNegX
0x7CF65ADF,ter10_spaceclothcubemap_TexNegY
0xEB37AF0C,ter10_spaceclothcubemap_TexNegZ
0xBF4A2396,ter10_spaceclothcubemap_TexPosX
0xE3600218,ter10_spaceclothcubemap_TexPosY
0x8A12B2E6,ter10_spaceclothcubemap_TexPosZ
0xE5FDAAC0,grey_raw
0x9751DA53,UNC_CIN_CONTROLPANNEL01_DIFF
0x9B16B6DB,UNC_CIN_CONTROLPANNEL01_EMIS
0x01A11B5D,UNC_CIN_FLOOR01_DIFF
0xBDA452A9,UNC_CIN_FLOOR01_NORM
0x6EB5A7BB,UNC_CIN_FLOOR01_SPEC
0x59990405,UNC_CIN_FLOOR01_SPEC2
0x5F61AF18,UNC_CIN_LIGHT01_DIFF
0xEB60B782,UNC_CIN_LIGHT01_EMIS
0x686842DC,UNC_CIN_LIGHT01_NORM
0x1EDA7BCC,UNC_CIN_LIGHT01_SPEC
0x52F916E4,UNC_CIN_LIGHT01_SPEC2
0x044F543B,UNC_CIN_TRIM01_DIFF
0xC9E2F7C8,UNC_CIN_TRIM01_NORM
0xA0EB72BB,UNC_CIN_WALL01_DIFF
0xC6F55B4A,UNC_CIN_WALL01_EMIS
0x0F3BA096,UNC_CIN_WALL01_NORM
0x72825328,UNC_CIN_WALL01_SPEC
0x025E6BCA,UNC_CIN_WALL01_SPEC2
0x862B437B,UNC_CIN_WALL02_DIFF
0xD7CDA370,UNC_CIN_WALL02_NORM
0x984EE0FA,UNC_CIN_WALL02_SPEC
0xD2B52BE8,UNC_CIN_WALL02_SPEC2
0x05020FDE,UNC_CIN_WALL03_DIFF
0xC4EEB686,UNC_CIN_WALL03_NORM
0x9EE26D12,UNC_CIN_WALL04_DIFF
0x96C8E69C,UNC_CIN_WALL04_NORM
0x377703CC,UNC_CIN_WALL05_DIFF
0xC0C40D1F,UNC_CIN_WALL05_NORM
0x215481B1,BIOA_UNC01_Disp01
0x82B6F523,BIOA_UNC01_Disp03
0x215481B1,BIOA_UNC01_Disp2
0x37C9089A,JUG40_TerrainDisplacement04
0xFAEC8692,UNC02_Rock01_Diff2
0x0A049288,UNC02_Rock01_Norm2
0x0809B235,UNC02_Rock01_Spec
0x93BB1128,UNC02_RockOvrLay01_Norm
0x6283DF27,UNC02_RockOvrLay01_Spec
0x5B8AA3A8,UNC02_RockOvrLay02_Diff
0x8BB16CF1,UNC02_SandPlanet_Diff02
0xF82E172F,UNC02_SandPlanet_Norm02
0xDCBED197,UNC02_SandPlanet_Spec
0x240E1FE1,UNC02_SandRock01_Spec
0x2B6410FA,UNC02_SandRock02_Diff
0x4BED0FC2,UNC02_SandRock02_Norm
0x5BD9C726,JUG40_ROCK01_NORM
0xD7C20C58,NewTrial_snowROCKdiff
0x26DD79A2,NewTrial_snowROCKnorm
0x5674C384,NewTrial_snowROCKnorm2
0x62CC148E,SkyTexture_UNC03
0xCBDE6CD6,UNC03_RockIce_Diff01
0x3F5FA87E,UNC03_Snow_Diff01
0x88D3C1EB,UNC03_Snow_Diff02
0x895FF18F,UNC03_Snow_Diff03
0x9EDEEA36,UNC03_Snow_Diff044
0x1A1EDC6B,UNC03_Snow_Displace
0x5949CB8C,UNC03_Snow_Displace02
0x7DF8E705,UNC03_Snow_Norm01
0x29AA2D2E,UNC03_Snow_Norm04
0x1159338F,UNC03_Snow_Spec
0x5A921C18,UNC03_SnowRock_Diff01
0x29357F43,UNC03_SnowRock_Norm01
0xE0EAA452,Sand-Tex
0x3602C2FA,Sand-Tex_n
0xE726C864,UNC01_SkyRed01tga
0x95E1C3DC,UNC02_Rock01_Diff2
0x1681041F,UNC02_Rock01_Norm2
0x850C86D8,UNC02_Rock01_Spec
0x3E830A21,UNC02_RockOvrLay01_Norm
0x3B762286,UNC02_RockOvrLay01_Spec
0x7BDBA467,UNC02_RockOvrLay02_Diff
0x3C2A1C76,UNC02_SandRock01_Spec
0x9C372D82,UNC02_SandRock02_Diff
0xAB3828A9,UNC02_SandRock02_Norm
0x2067D81F,UNC04_DRYSAND01_Diff
0x030518FE,UNC04_Lightsand_Diff
0x8CCD0616,UNC04_Lightsand_Normal
0xEE250413,UNC04_RockOvrrdDisp
0xAECB6F44,SKY_UNC10
0x75DB9819,SNOW0102
0x2BDE0CF2,SNOW0102_NORM
0xCEA6172D,SNOW0102_NORM02
0x63D95B20,SNOW0102_NORM03
0x85472BC9,snowblend01
0xB1558D3F,snowblend01_norm
0x60828554,SNOWMOUNTAIN
0x17F42738,snowrock02
0x5477BCD5,snowrock02_norm
0x419943B0,UNC03_NewROCK_Diff
0xBC2E7B71,CubemapFace0
0x4E50A17D,CubemapFace1
0xFFF9051B,CubemapFace2
0xA7990C2D,CubemapFace3
0x1A765023,CubemapFace4
0xABBE4792,CubemapFace5
0x4E50A17D,UNC10_CUBEB_TexNegX
0xA7990C2D,UNC10_CUBEB_TexNegY
0xABBE4792,UNC10_CUBEB_TexNegZ
0xBC2E7B71,UNC10_CUBEB_TexPosX
0xFFF9051B,UNC10_CUBEB_TexPosY
0x1A765023,UNC10_CUBEB_TexPosZ
0x9C66F83D,UNC10_R2TCUBEA_TexNegX
0x0BD9B044,UNC10_R2TCUBEA_TexNegY
0x672CE909,UNC10_R2TCUBEA_TexNegZ
0xDD38AB4F,UNC10_R2TCUBEA_TexPosX
0x24A3E0B9,UNC10_R2TCUBEA_TexPosY
0x044E2F68,UNC10_R2TCUBEA_TexPosZ
0x1A1A831A,UNC10_WETROCK02_DIFF
0x73FE32D2,UNC11_ROCKSTRIATION01_Diff
0x87B800F1,UNC11_ROCKSTRIATION01_Norm
0x2E3A3F74,UNC14_yellowsky
0xD50E5095,wasLAV60_WETROCK01_NORM
0x2ACDFA0A,waspro10_rockywall01_diff
0x4D8A16F6,waspro10_rockywall01_norm
0x66277E4F,SkyTexture_UNC03
0x7E4BFCAC,SkyTexture_UNC10
0x9BE64ED4,SkyTexture_UNC11
0x1A1EDC6B,UNC03_Snow_Displace
0x5949CB8C,UNC03_Snow_Displace02
0x34F8D3E4,UNC03_Snow_Norm01
0xCCEA52C1,UNC03_SnowBlownWht_Diff
0x620C17FA,UNC11_BanffRockSnow_Diff
0xE3BFA44D,UNC11_BanffRockSnow_Norm
0x70F12D61,UNC11_FlatSnow_Norm
0x40CA89D1,UNC11_FlatSnowWh_Diff
0x5EB770A6,UNC11_LumpySnowWh_Diff02
0x6C1A9DC7,SkyTexture_UNC43
0x07E0CF6C,SkyUNC31
0x46F88504,SunSharp_Dup
0xAA1D705C,UNC20_SunDual
0x50EEF77A,UNC22_SunWaves_TXT
0x2A03ED7D,UNC01_SkyDRKRed01tga
0x544CC90A,UNC01_SkyMagent01tga
0x7B62BFBA,UNC01_SkyRed01tga
0x74BFD5CA,UNC02_RockOvrLay01_Spec
0x52C6D340,UNC02_SandRock01_Spec
0xB8B1628A,UNC20_FlatRedSand_Diff
0x4D6CF7B4,UNC20_RedRock_Diff
0xEB89F946,UNC20_RedRock_Norm
0xFD4D3B4D,UNC20_SandMerg_Diff01
0x4F5A6EE7,UNC20_SandOverride_Diff
0x6F89C2CD,UNC20_SandOverride_Norm
0xE917DFAF,UNC20_SandRip_Diff
0x40F8EE7B,UNC20_SandRip_Norm
0x8AB426E4,UNC20_WETGRAVEL01_DIFF
0xF28BA91E,UNC20_WETGRAVEL01_NORM
0xF1A59B81,UNC21_Sand_Spec01
0xB21B988C,UNC25_b
0x13D07670,UNC25_f
0xD97986E1,UNC25_l
0x252D92BF,UNC25_r
0x0FE638AE,UNC25_u
0xC0DB82D8,UNC32_Lav70_floor_NORM
0xC34B51AE,UNC40_YelLychDirt_diff
0x646201D1,UNC41_Grassblender02_norm
0x735E9EE4,UNC41_waspro10_grass_diff
0x973ABB63,UNC_HORIZON
0x26B4BF87,wasLAV60_WETSAND01_DIFF
0xFF3258C7,wasLAV60_WETSAND01_NORM
